id,long,lat
0,-87.90480042,41.97859955
1,-121.236999511718,61.7602005004882
2,-80.6078033447265,51.2910995483398
3,-114.440002441406,62.4627990722656
4,13.522500038147,52.380001068115
5,8.5705556,50.0333333
6,9.9882297515869,53.630401611328
7,11.786100387573,48.353801727295
8,13.2876996994,52.5597000122
9,8.61631965636999,51.6141014098999
10,-0.368333011865615,51.874698638916
11,-1.29556000232696,59.8788986206054
12,-4.0475001335144,57.5424995422363
13,-4.43306016922,55.8718986511
14,-6.33111000061035,58.2155990600585
15,5.37452983856,51.4500999451
16,6.2044444,49.6233333
17,11.100399971008,60.193901062012
18,19.08,50.4743
19,34.907600402832,-19.7964000701904
20,33.6402015686035,-16.1047992706298
21,44.0887985229492,9.51817035675048
22,20.2695007324,32.0968017577999
23,13.1590003967,32.6635017395
24,18.2681999206542,42.5614013671875
25,-6.03461980819702,43.5635986328125
26,2.0784599781036,41.297100067139
27,1.37311995028999,38.8728981018
28,-3.56264,40.471926
29,-4.49911022186279,36.6749000549316
30,9.09778022766113,41.5005989074707
31,5.22142410278,43.439271922
32,2.54999995232,49.0127983093
33,7.5291667,47.59
34,19.2555999755999,47.4369010924999
35,17.947001,40.6576
36,8.72811,45.6306
37,14.2908,40.886002
38,10.3927,43.683899
39,14.26,50.1008
40,34.8866996765136,32.0113983154296
41,14.4775,35.857498
42,16.569700241089,48.110298156738
43,-9.13591957092,38.7812995911
44,6.10895013809204,46.2380981445312
45,8.5491695404053,47.464698791504
46,30.800501,36.898701
47,20.3090991974,44.8184013367
48,-69.668899536133,18.42970085144
49,-111.047996521,29.0958995819
50,177.442993164062,-17.7553997039794
51,166.212997436523,-22.0146007537841
52,172.531997680664,-43.4893989562988
53,35.9931983948,31.7226009369
54,55.3643989563,25.2527999878
55,58.2844009399414,23.5932998657226
56,68.1430969238281,27.3351993560791
57,68.7917022705078,27.7220001220703
58,140.386001587,35.7647018433
59,131.279006958,33.9300003052
60,130.45100402832,33.5858993530273
61,139.779999,35.552299
62,126.49299621582,33.5112991333007
63,-43.9719429016113,-19.6244430541992
64,-43.2505569458,-22.8099994659
65,-63.135398864746,-17.6448001861572
66,77.0404968261718,43.3521003723144
67,74.4776000977,43.0612983704
68,80.2343978881836,50.3512992858886
69,129.77099609375,62.0932998657226
70,39.170501708984,45.034698486328
71,60.802700042725,56.743099212646
72,55.874401092529,54.557498931885
73,72.8678970337,19.0886993408
74,113.915000916,22.3089008331
75,92.8725967407226,20.1326999664306
76,96.1332015991,16.9073009490999
77,101.444999694824,0.460786014795303
78,106.65599823,-6.1255698204
79,101.70999908447,2.745579957962
80,153.117004394531,-27.384199142456
81,153.505004883,-28.1644001007
82,145.755004883,-16.885799408
83,139.488998413,-20.6639003753999
84,150.475006104,-23.3819007874
85,151.177001953125,-33.9460983276367
86,116.584999084472,40.0801010131835
87,117.346000671,39.1244010924999
88,113.299003601074,23.3924007415771
89,113.841003418,34.5196990966999
90,114.208000183105,30.783800125122
91,108.751998901367,34.4471015930175
92,102.9291667,25.1019444
93,119.66300201416,25.9351005554199
94,120.43399810791,30.2294998168945
95,121.461997985839,29.8267002105712
96,118.861999511718,31.7420005798339
97,120.374000549,36.2661018372
98,103.946998596191,30.5785007476806
99,102.18399810791,27.9890995025634
